iter	Passed	Remaining
400	39981	109575
401	40075	109461
402	40187	109392
403	40287	109296
404	40388	109199
405	40507	109150
406	40609	109056
407	40719	108984
408	40812	108866
409	40923	108796
410	41021	108692
411	41117	108581
412	41235	108530
413	41329	108414
414	41438	108339
415	41546	108261
416	41653	108178
417	41761	108101
418	41858	107993
419	41971	107925
420	42064	107809
421	42163	107707
422	42270	107626
423	42372	107530
424	42470	107425
425	42584	107361
426	42682	107257
427	42693	106934
428	42807	106870
429	42817	106545
430	42920	106454
431	43034	106389
432	43136	106295
433	43249	106231
434	43351	106137
435	43465	106071
436	43566	105975
437	43681	105913
438	43784	105822
439	43897	105753
440	43998	105655
441	44105	105572
442	44201	105465
443	44320	105410
444	44419	105309
445	44510	105189
446	44631	105138
447	44727	105030
448	44831	104940
449	44946	104874
450	45041	104762
451	45138	104657
452	45247	104577
453	45347	104479
454	45444	104372
455	45555	104297
456	45653	104195
457	45750	104088
458	45858	104006
459	45958	103907
460	46083	103863
461	46213	103831
462	46339	103787
463	46461	103736
464	46573	103662
465	46695	103612
466	46828	103585
467	46955	103543
468	47072	103479
469	47198	103435
470	47311	103363
471	47432	103305
472	47544	103231
473	47665	103175
474	47783	103111
475	47898	103041
476	48016	102979
477	48129	102905
478	48254	102856
479	48368	102782
480	48512	102773
481	48631	102711
482	48745	102637
483	48856	102557
484	48958	102460
485	49063	102367
486	49164	102265
487	49279	102195
488	49370	102073
489	49473	101975
490	49582	101890
491	49681	101787
492	49776	101672
493	49886	101591
494	49984	101484
495	50099	101411
496	50196	101301
497	50297	101200
498	50409	101122
499	50507	101015
500	50617	100931
501	50724	100842
502	50822	100735
503	50931	100650
504	51032	100550
505	51137	100455
506	51246	100371
507	51344	100263
508	51470	100210
509	51571	100108
510	51686	100034
511	51797	99952
512	51903	99862
513	52011	99773
514	52119	99684
515	52220	99584
516	52339	99516
517	52486	99500
518	52640	99498
519	52778	99467
520	52889	99382
521	53010	99317
522	53123	99237
523	53232	99149
524	53331	99044
525	53441	98957
526	53540	98852
527	53638	98742
528	53747	98656
529	53840	98538
530	53957	98463
531	54053	98353
532	54155	98251
533	54264	98163
534	54358	98047
535	54456	97940
536	54568	97858
537	54668	97753
538	54769	97651
539	54883	97570
540	54976	97453
541	55098	97387
542	55193	97274
543	55289	97163
544	55405	97087
545	55514	96998
546	55623	96908
547	55716	96792
548	55829	96710
549	55927	96602
550	56045	96529
551	56166	96459
552	56279	96378
553	56400	96308
554	56526	96247
555	56671	96219
556	56785	96137
557	56901	96059
558	57022	95989
559	57124	95887
560	57217	95770
561	57326	95680
562	57423	95569
563	57536	95486
564	57656	95413
565	57754	95304
566	57887	95253
567	57997	95164
568	58102	95067
569	58195	94950
570	58308	94866
571	58419	94777
572	58531	94692
573	58659	94631
574	58774	94549
575	58902	94489
576	59025	94421
577	59146	94348
578	59255	94255
579	59374	94180
580	59467	94063
581	59585	93984
582	59676	93864
583	59768	93746
584	59883	93664
585	59980	93553
586	60080	93446
587	60190	93356
588	60284	93242
589	60378	93126
590	60485	93031
591	60579	92915
592	60673	92800
593	60783	92710
594	60874	92590
595	60969	92476
596	61081	92389
597	61173	92271
598	61265	92153
599	61373	92060
600	61466	91944
601	61564	91834
602	61671	91739
603	61763	91623
604	61859	91511
605	61980	91436
606	62095	91352
607	62206	91262
608	62330	91193
609	62439	91100
610	62564	91030
611	62675	90941
612	62795	90863
613	62919	90792
614	63039	90715
615	63145	90617
616	63262	90536
617	63379	90453
618	63497	90373
619	63600	90271
620	63712	90181
621	63833	90105
622	63950	90022
623	64054	89922
624	64171	89839
625	64293	89764
626	64414	89687
627	64529	89600
628	64640	89510
629	64739	89401
630	64847	89306
631	64940	89190
632	65056	89105
633	65147	88986
634	65241	88871
635	65354	88783
636	65445	88664
637	65537	88548
638	65646	88453
639	65739	88337
640	65832	88221
641	65938	88122
642	66032	88009
643	66124	87891
644	66223	87784
645	66325	87680
646	66418	87565
647	66529	87473
648	66623	87359
649	66716	87244
650	66824	87148
651	66917	87034
652	67011	86920
653	67119	86824
654	67211	86707
655	67302	86590
656	67410	86494
657	67504	86381
658	67604	86275
659	67714	86182
660	67805	86065
661	67898	85949
662	68007	85855
663	68101	85742
664	68192	85625
665	68299	85528
666	68395	85417
667	68488	85302
668	68601	85213
669	68694	85099
670	68788	84985
671	68894	84888
672	68988	84774
673	69081	84660
674	69186	84561
675	69280	84448
676	69374	84335
677	69482	84239
678	69581	84133
679	69678	84024
680	69780	83920
681	69873	83806
682	69980	83709
683	70074	83598
684	70166	83482
685	70275	83388
686	70366	83272
687	70458	83157
688	70573	83070
689	70667	82957
690	70765	82850
691	70873	82754
692	70968	82643
693	71074	82545
694	71169	82433
695	71262	82320
696	71365	82218
697	71456	82102
698	71550	81991
699	71658	81895
700	71754	81785
701	71847	81673
702	71960	81582
703	72054	81470
704	72146	81356
705	72254	81260
706	72348	81148
707	72441	81035
708	72550	80941
709	72646	80831
710	72740	80720
711	72845	80620
712	72933	80503
713	73028	80392
714	73134	80295
715	73228	80183
716	73321	80071
717	73426	79971
718	73519	79858
719	73617	79751
720	73726	79657
721	73820	79546
722	73914	79435
723	74023	79340
724	74117	79228
725	74208	79114
726	74304	79005
727	74406	78903
728	74501	78793
729	74624	78713
730	74724	78608
731	74816	78496
732	74924	78399
733	75023	78294
734	75115	78181
735	75219	78081
736	75314	77971
737	75408	77860
738	75519	77767
739	75617	77661
740	75708	77547
741	75815	77450
742	75909	77339
743	76000	77226
744	76109	77130
745	76203	77020
746	76297	76910
747	76404	76813
748	76497	76702
749	76591	76591
750	76703	76499
751	76796	76388
752	76889	76276
753	76999	76182
754	77094	76073
755	77187	75961
756	77297	75867
757	77392	75758
758	77488	75650
759	77598	75556
760	77696	75450
761	77792	75342
762	77907	75252
763	78018	75158
764	78138	75074
765	78254	74985
766	78375	74901
767	78479	74800
768	78594	74711
769	78704	74616
770	78825	74531
771	78940	74441
772	79059	74354
773	79180	74269
774	79302	74186
775	79413	74092
776	79527	74000
777	79637	73904
778	79745	73808
779	79852	73709
780	79971	73622
781	80079	73526
782	80196	73437
783	80306	73341
784	80418	73247
785	80539	73162
786	80667	73082
787	80771	72981
788	80878	72882
789	80968	72769
790	81077	72672
791	81171	72562
792	81263	72450
793	81369	72350
794	81464	72242
795	81558	72132
796	81669	72037
797	81766	71930
798	81859	71819
799	81968	71722
800	82068	71618
801	82160	71506
802	82259	71400
803	82362	71298
804	82454	71187
805	82564	71091
806	82656	70980
807	82754	70873
808	82866	70779
809	82959	70669
810	83051	70557
811	83160	70461
812	83250	70348
813	83343	70238
814	83447	70137
815	83542	70028
816	83633	69916
817	83739	69817
818	83830	69705
819	83925	69596
820	84032	69497
821	84125	69388
822	84223	69282
823	84331	69184
824	84426	69076
825	84517	68964
826	84626	68867
827	84723	68761
828	84818	68652
829	84923	68552
830	85022	68447
831	85113	68336
832	85218	68235
833	85314	68128
834	85409	68020
835	85512	67919
836	85609	67812
837	85707	67706
838	85818	67611
839	85914	67503
840	86024	67407
841	86132	67310
842	86232	67206
843	86350	67115
844	86456	67016
845	86574	66926
846	86702	66844
847	86834	66764
848	86937	66662
849	87043	66562
850	87138	66454
851	87249	66358
852	87345	66251
853	87438	66142
854	87545	66042
855	87645	65938
856	87741	65831
857	87856	65739
858	87952	65631
859	88046	65523
860	88163	65431
861	88261	65326
862	88360	65220
863	88468	65122
864	88558	65011
865	88651	64901
866	88767	64809
867	88861	64701
868	88955	64592
869	89073	64501
870	89168	64393
871	89255	64280
872	89364	64182
873	89463	64078
874	89557	63969
875	89676	63879
876	89767	63768
877	89861	63660
878	89974	63565
879	90074	63461
880	90167	63352
881	90286	63261
882	90378	63152
883	90470	63042
884	90584	62948
885	90686	62845
886	90783	62739
887	90898	62646
888	90995	62540
889	91088	62431
890	91186	62325
891	91290	62224
892	91384	62116
893	91500	62023
894	91595	61916
895	91689	61808
896	91800	61712
897	91898	61607
898	91991	61498
899	92104	61402
900	92215	61306
901	92313	61201
902	92439	61114
903	92540	61011
904	92646	60911
905	92756	60813
906	92848	60704
907	92967	60613
908	93059	60503
909	93160	60400
910	93271	60303
911	93376	60203
912	93470	60095
913	93589	60003
914	93686	59897
915	93790	59796
916	93931	59718
917	94043	59622
918	94171	59536
919	94276	59435
920	94409	59351
921	94524	59257
922	94650	59169
923	94769	59076
924	94904	58994
925	95021	58900
926	95141	58809
927	95280	58729
928	95395	58633
929	95503	58534
930	95622	58441
931	95723	58337
932	95855	58252
933	95971	58158
934	96084	58062
935	96193	57963
936	96313	57870
937	96428	57775
938	96558	57688
939	96668	57589
940	96783	57494
941	96890	57393
942	97001	57295
943	97096	57188
944	97214	57094
945	97306	56985
946	97415	56885
947	97508	56777
948	97601	56668
949	97709	56568
950	97808	56463
951	97901	56355
952	98013	56257
953	98108	56150
954	98202	56042
955	98313	55944
956	98405	55835
957	98498	55726
958	98606	55626
959	98700	55519
960	98800	55414
961	98910	55315
962	99007	55209
963	99102	55102
964	99212	55003
965	99314	54900
966	99416	54797
967	99530	54700
968	99636	54599
969	99742	54498
970	99868	54408
971	99966	54302
972	100057	54193
973	100179	54101
974	100301	54008
975	100406	53906
976	100524	53812
977	100620	53705
978	100740	53611
979	100845	53509
980	100942	53403
981	101051	53303
982	101147	53197
983	101252	53095
984	101344	52987
985	101455	52888
986	101551	52781
987	101644	52673
988	101752	52573
989	101845	52465
990	101942	52360
991	102052	52260
992	102144	52152
993	102234	52042
994	102338	51940
995	102431	51832
996	102525	51725
997	102632	51624
998	102727	51518
999	102822	51411
1000	102931	51311
1001	103027	51205
1002	103116	51095
1003	103222	50994
1004	103317	50887
1005	103411	50780
1006	103520	50680
1007	103613	50573
1008	103721	50473
1009	103822	50369
1010	103926	50267
1011	104030	50164
1012	104123	50057
1013	104234	49958
1014	104327	49850
1015	104420	49743
1016	104529	49643
1017	104624	49537
1018	104718	49430
1019	104829	49331
1020	104926	49226
1021	105018	49118
1022	105128	49019
1023	105221	48911
1024	105314	48804
1025	105422	48704
1026	105516	48596
1027	105612	48491
1028	105718	48389
1029	105816	48285
1030	105914	48180
1031	106027	48082
1032	106119	47974
1033	106215	47868
1034	106325	47769
1035	106421	47663
1036	106513	47556
1037	106621	47455
1038	106714	47348
1039	106805	47241
1040	106919	47143
1041	107013	47036
1042	107108	46930
1043	107214	46829
1044	107308	46722
1045	107401	46615
1046	107507	46514
1047	107603	46409
1048	107696	46302
1049	107803	46201
1050	107902	46097
1051	107995	45990
1052	108104	45890
1053	108200	45785
1054	108302	45682
1055	108407	45580
1056	108500	45473
1057	108613	45375
1058	108706	45268
1059	108798	45161
1060	108912	45063
1061	109010	44959
1062	109104	44852
1063	109214	44753
1064	109307	44646
1065	109403	44541
1066	109512	44441
1067	109606	44335
1068	109699	44228
1069	109820	44133
1070	109935	44035
1071	110047	43937
1072	110179	43845
1073	110299	43749
1074	110431	43659
1075	110543	43560
1076	110713	43483
1077	110867	43400
1078	110984	43303
1079	111097	43204
1080	111217	43108
1081	111332	43010
1082	111451	42913
1083	111558	42812
1084	111675	42714
1085	111783	42613
1086	111930	42527
1087	112036	42425
1088	112148	42326
1089	112259	42226
1090	112377	42128
1091	112514	42038
1092	112642	41944
1093	112752	41844
1094	112891	41754
1095	113029	41664
1096	113149	41567
1097	113261	41467
1098	113411	41381
1099	113552	41291
1100	113685	41199
1101	113823	41108
1102	113951	41014
1103	114052	40910
1104	114186	40817
1105	114331	40729
1106	114449	40631
1107	114560	40530
1108	114692	40437
1109	114840	40349
1110	114975	40256
1111	115116	40166
1112	115230	40066
1113	115328	39961
1114	115450	39864
1115	115596	39775
1116	115714	39676
1117	115814	39571
1118	115934	39473
1119	116038	39370
1120	116154	39270
1121	116262	39168
1122	116382	39070
1123	116486	38967
1124	116599	38866
1125	116707	38764
1126	116816	38662
1127	116910	38555
1128	117016	38452
1129	117112	38346
1130	117204	38239
1131	117312	38136
1132	117404	38029
1133	117499	37923
1134	117607	37821
1135	117703	37714
1136	117798	37608
1137	117915	37509
1138	118009	37402
1139	118108	37297
1140	118219	37196
1141	118322	37092
1142	118433	36991
1143	118527	36884
1144	118635	36782
1145	118729	36675
1146	118837	36573
1147	118934	36467
1148	119026	36360
1149	119135	36258
1150	119231	36152
1151	119322	36045
1152	119432	35943
1153	119526	35837
1154	119619	35730
1155	119725	35627
1156	119819	35521
1157	119917	35416
1158	120026	35314
1159	120119	35207
1160	120212	35100
1161	120317	34997
1162	120412	34891
1163	120506	34785
1164	120612	34682
1165	120707	34576
1166	120804	34471
1167	120919	34370
1168	121012	34264
1169	121107	34158
1170	121221	34057
1171	121313	33951
1172	121407	33845
1173	121518	33743
1174	121610	33636
1175	121704	33530
1176	121811	33428
1177	121916	33325
1178	122008	33218
1179	122116	33116
1180	122212	33010
1181	122305	32904
1182	122411	32801
1183	122511	32697
1184	122607	32591
1185	122716	32489
1186	122809	32383
1187	122906	32278
1188	123017	32176
1189	123112	32071
1190	123206	31965
1191	123314	31863
1192	123409	31757
1193	123505	31652
1194	123615	31550
1195	123711	31444
1196	123806	31339
1197	123918	31238
1198	124011	31132
1199	124103	31025
1200	124210	30923
1201	124299	30816
1202	124393	30710
1203	124500	30608
1204	124592	30501
1205	124686	30396
1206	124790	30293
1207	124888	30188
1208	124982	30082
1209	125089	29980
1210	125184	29874
1211	125276	29768
1212	125381	29665
1213	125477	29560
1214	125570	29454
1215	125688	29354
1216	125800	29253
1217	125911	29152
1218	126036	29053
1219	126168	28956
1220	126287	28856
1221	126399	28755
1222	126522	28656
1223	126641	28556
1224	126759	28456
1225	126876	28355
1226	126993	28255
1227	127097	28151
1228	127212	28050
1229	127316	27947
1230	127427	27845
1231	127547	27745
1232	127660	27644
1233	127766	27541
1234	127876	27439
1235	127985	27336
1236	128102	27235
1237	128215	27134
1238	128337	27034
1239	128443	26931
1240	128537	26826
1241	128645	26723
1242	128739	26617
1243	128831	26511
1244	128945	26410
1245	129041	26305
1246	129135	26199
1247	129242	26096
1248	129337	25991
1249	129433	25886
1250	129539	25783
1251	129632	25678
1252	129725	25572
1253	129833	25469
1254	129931	25365
1255	130026	25259
1256	130136	25157
1257	130231	25052
1258	130343	24950
1259	130438	24845
1260	130532	24740
1261	130643	24638
1262	130736	24532
1263	130835	24428
1264	130951	24326
1265	131048	24222
1266	131141	24116
1267	131251	24014
1268	131344	23909
1269	131440	23804
1270	131548	23701
1271	131643	23596
1272	131735	23490
1273	131843	23388
1274	131942	23283
1275	132038	23179
1276	132148	23076
1277	132242	22971
1278	132337	22866
1279	132442	22763
1280	132536	22658
1281	132629	22553
1282	132738	22450
1283	132833	22345
1284	132926	22240
1285	133037	22138
1286	133129	22033
1287	133222	21928
1288	133332	21825
1289	133429	21721
1290	133521	21615
1291	133629	21513
1292	133724	21408
1293	133821	21303
1294	133931	21201
1295	134030	21097
1296	134124	20992
1297	134233	20889
1298	134333	20786
1299	134445	20683
1300	134550	20580
1301	134642	20475
1302	134750	20372
1303	134847	20268
1304	134940	20163
1305	135052	20061
1306	135147	19956
1307	135240	19851
1308	135346	19748
1309	135444	19644
1310	135539	19540
1311	135647	19437
1312	135745	19333
1313	135851	19230
1314	135946	19125
1315	136056	19023
1316	136148	18918
1317	136241	18813
1318	136349	18710
1319	136444	18606
1320	136534	18500
1321	136643	18398
1322	136741	18294
1323	136841	18190
1324	136947	18087
1325	137051	17984
1326	137159	17881
1327	137250	17776
1328	137360	17673
1329	137455	17569
1330	137546	17464
1331	137656	17362
1332	137750	17257
1333	137847	17153
1334	137957	17050
1335	138056	16947
1336	138146	16842
1337	138256	16739
1338	138351	16635
1339	138447	16531
1340	138552	16427
1341	138648	16323
1342	138743	16219
1343	138851	16116
1344	138946	16012
1345	139041	15908
1346	139153	15805
1347	139246	15701
1348	139347	15597
1349	139450	15494
1350	139546	15390
1351	139665	15288
1352	139763	15184
1353	139871	15082
1354	139968	14978
1355	140082	14876
1356	140176	14771
1357	140270	14667
1358	140375	14564
1359	140473	14460
1360	140568	14356
1361	140676	14253
1362	140774	14149
1363	140869	14045
1364	140977	13942
1365	141076	13839
1366	141171	13735
1367	141279	13632
1368	141375	13528
1369	141471	13424
1370	141580	13321
1371	141682	13218
1372	141799	13116
1373	141917	13014
1374	142039	12912
1375	142159	12810
1376	142267	12707
1377	142390	12606
1378	142513	12504
1379	142633	12402
1380	142762	12301
1381	142880	12199
1382	142992	12097
1383	143112	11994
1384	143226	11892
1385	143337	11789
1386	143450	11687
1387	143566	11584
1388	143672	11481
1389	143791	11379
1390	143899	11276
1391	144016	11173
1392	144128	11070
1393	144261	10969
1394	144381	10867
1395	144489	10764
1396	144586	10660
1397	144695	10557
1398	144792	10453
1399	144889	10349
1400	144997	10246
1401	145089	10141
1402	145182	10037
1403	145293	9934
1404	145392	9830
1405	145488	9726
1406	145596	9623
1407	145689	9519
1408	145796	9416
1409	145891	9312
1410	145984	9208
1411	146098	9105
1412	146191	9001
1413	146284	8897
1414	146394	8794
1415	146491	8690
1416	146585	8586
1417	146697	8483
1418	146792	8379
1419	146886	8275
1420	146990	8171
1421	147087	8068
1422	147181	7964
1423	147279	7860
1424	147386	7757
1425	147478	7653
1426	147591	7550
1427	147687	7446
1428	147782	7342
1429	147891	7239
1430	147987	7135
1431	148085	7031
1432	148191	6928
1433	148285	6824
1434	148381	6721
1435	148490	6617
1436	148583	6514
1437	148676	6410
1438	148784	6307
1439	148877	6203
1440	148972	6099
1441	149083	5996
1442	149180	5892
1443	149275	5789
1444	149385	5685
1445	149481	5582
1446	149572	5478
1447	149681	5375
1448	149778	5271
1449	149873	5168
1450	149984	5064
1451	150081	4961
1452	150179	4857
1453	150288	4754
1454	150381	4650
1455	150478	4547
1456	150584	4444
1457	150687	4340
1458	150781	4237
1459	150891	4134
1460	150985	4030
1461	151082	3926
1462	151194	3823
1463	151288	3720
1464	151394	3616
1465	151512	3513
1466	151619	3410
1467	151735	3307
1468	151835	3204
1469	151966	3101
1470	152130	2999
1471	152261	2896
1472	152376	2793
1473	152485	2689
1474	152580	2586
1475	152695	2482
1476	152792	2379
1477	152885	2275
1478	153008	2172
1479	153108	2069
1480	153207	1965
1481	153324	1862
1482	153431	1758
1483	153530	1655
1484	153638	1551
1485	153737	1448
1486	153831	1344
1487	153937	1241
1488	154031	1137
1489	154131	1034
1490	154244	931
1491	154340	827
1492	154432	724
1493	154548	620
1494	154641	517
1495	154738	413
1496	154845	310
1497	154940	206
1498	155033	103
1499	155146	0
