iter	Logloss
157	0.2268150111
158	0.2267204565
159	0.2265135699
160	0.2261923574
161	0.2255404519
162	0.2250087116
163	0.224749878
164	0.2245872069
165	0.2245818978
166	0.2240060508
167	0.2234753985
168	0.2231288921
169	0.222760818
170	0.2221748322
171	0.2217882711
172	0.2216672031
173	0.221298438
174	0.2205156689
175	0.2199743678
176	0.2196245051
177	0.2192175328
178	0.2187442828
179	0.2179489708
180	0.2176477234
181	0.2167601007
182	0.2165365298
183	0.2158651948
184	0.215597108
185	0.2149779636
186	0.2141277945
187	0.2135711639
188	0.2134694
189	0.2129067411
190	0.2125300291
191	0.2122527096
192	0.2117331837
193	0.2115105798
194	0.2111975283
195	0.2109429792
196	0.2104894884
197	0.2103248898
198	0.2096564413
199	0.2094445929
200	0.2087909638
201	0.2083305548
202	0.2079329876
203	0.2072866538
204	0.2068312645
205	0.2066357636
206	0.2062797717
207	0.2059494658
208	0.2056420401
209	0.20538036
210	0.2050804816
211	0.2042874926
212	0.2040548443
213	0.2038102327
214	0.2037099236
215	0.2032566654
216	0.2026909255
217	0.2023906832
218	0.2018062615
219	0.2016446554
220	0.2012133819
221	0.2008523716
222	0.2007419589
223	0.2003968389
224	0.2002550819
225	0.1997456642
226	0.199329002
227	0.1989301161
228	0.1986085591
229	0.1983550692
230	0.1980062984
231	0.1979180955
232	0.1973512631
233	0.1969721518
234	0.1968510083
235	0.1964568016
236	0.1955905971
237	0.1952561345
238	0.1945275294
239	0.1940338597
240	0.1936399404
241	0.1933929742
242	0.1931161868
243	0.1927822446
244	0.1925295336
245	0.1923834002
246	0.1921235956
247	0.1915821103
248	0.1914487061
249	0.1911322034
250	0.190750494
251	0.1903708787
252	0.1898348192
253	0.1896233864
254	0.1893484495
255	0.1888565963
256	0.1885067933
257	0.1878741118
258	0.1876183373
259	0.1870118393
260	0.1868228302
261	0.1866428334
262	0.1864372934
263	0.1860979585
264	0.1857234373
265	0.1853054891
266	0.1846970969
267	0.1843786688
268	0.1838443677
269	0.1834560623
270	0.1830846745
271	0.182777271
272	0.1824728378
273	0.1821570397
274	0.181960722
275	0.1816596019
276	0.1813586312
277	0.1809401485
278	0.1808432883
279	0.1801381502
280	0.1797437673
281	0.1794969027
282	0.1793188131
283	0.1789136294
284	0.1786583552
285	0.1782678974
286	0.1779272163
287	0.1777582934
288	0.1774293084
289	0.1769738326
290	0.176817831
291	0.1766265081
292	0.1763133774
293	0.1760245475
294	0.1755605314
295	0.1750941884
296	0.1745699638
297	0.1742732563
298	0.1740562202
299	0.1737210712
300	0.1734794232
301	0.1732900071
302	0.1730532271
303	0.1728205001
304	0.1727327763
305	0.1723189155
306	0.1717979591
307	0.1712638695
308	0.1711448339
309	0.1708049265
310	0.1706459499
311	0.1702824664
312	0.1700908178
313	0.1700164201
314	0.1696561973
315	0.1693801146
316	0.1693248631
317	0.1689967964
318	0.1688649535
319	0.1686673294
320	0.1683415076
321	0.1682426982
322	0.1680532667
323	0.1678720651
324	0.1676580351
325	0.1675970178
326	0.1673072314
327	0.1670224941
328	0.1666367325
329	0.1663991429
330	0.1660684286
331	0.1660069219
332	0.165894348
333	0.165680045
334	0.1655624828
335	0.1653253351
336	0.16505772
337	0.1649621936
338	0.1647826312
339	0.1645941028
340	0.163916388
341	0.163851563
342	0.1635755271
343	0.163406073
344	0.1631153193
345	0.1629501035
346	0.1627087181
347	0.1624525924
348	0.1619066253
349	0.1616348094
350	0.1614453802
351	0.1612957657
352	0.1611281453
353	0.1610841938
354	0.1608411064
355	0.1607046548
356	0.1606759171
357	0.1603200442
358	0.1601168579
359	0.159782259
360	0.1595242148
361	0.1591024017
362	0.1587916214
363	0.1585680218
364	0.1581442236
365	0.1579646169
366	0.1576837807
367	0.1575043539
368	0.1574166782
369	0.1572486031
370	0.157036349
371	0.1568089512
372	0.1564829754
373	0.1561970849
374	0.1559736418
375	0.1558880373
376	0.1556739881
377	0.1555235751
378	0.1552637468
379	0.1550115514
380	0.1548092641
381	0.1546170204
382	0.1543771336
383	0.1541477299
384	0.153711283
385	0.1534711729
386	0.1532821416
387	0.1530884137
388	0.152835373
389	0.1527274745
390	0.1526142958
391	0.1525423912
392	0.1523903921
393	0.1520211547
394	0.151591048
395	0.1514182933
396	0.1512410744
397	0.1511245242
398	0.1507717483
399	0.1505529055
400	0.1502324126
401	0.1500341482
402	0.1497974891
403	0.1496365318
404	0.1495157203
405	0.149306541
406	0.1491247071
407	0.1489759709
408	0.1487980451
409	0.1486272623
410	0.1483020696
411	0.148180286
412	0.1480047997
413	0.1478874026
414	0.1477746176
415	0.1475728883
416	0.1474902365
417	0.1473526374
418	0.1472161501
419	0.1470051985
420	0.1469466661
421	0.1467898912
422	0.1466463775
423	0.1463729487
424	0.1461845025
425	0.1458449875
426	0.1457477616
427	0.1457477306
428	0.1455532911
429	0.1455532583
430	0.1454261
431	0.1452642663
432	0.1450320443
433	0.144919859
434	0.144748607
435	0.1445237112
436	0.144210163
437	0.144108971
438	0.1439994746
439	0.1438818308
440	0.1438201751
441	0.1436798603
442	0.143519639
443	0.1433555095
444	0.1431311488
445	0.1430351053
446	0.1429378136
447	0.1428767373
448	0.1426617097
449	0.1424730858
450	0.142275848
451	0.1421275858
452	0.1418591075
453	0.1413955442
454	0.1412572442
455	0.1411320991
456	0.1409773618
457	0.1409133268
458	0.1407962936
459	0.1406829898
460	0.140588481
461	0.1400757438
462	0.1396663685
463	0.1395148134
464	0.1393020081
465	0.1390878866
466	0.1389180398
467	0.1384565348
468	0.138331065
469	0.1381630075
470	0.1379873249
471	0.1378424905
472	0.1377724766
473	0.1375928992
474	0.1373863551
475	0.1372352138
476	0.1370442713
477	0.1369713788
478	0.1367857895
479	0.1364740301
480	0.1363752626
481	0.1361100185
482	0.1357933948
483	0.1356569277
484	0.1354544774
485	0.1352705353
486	0.1350708548
487	0.1348305431
488	0.1347621948
489	0.1344554209
490	0.1343056576
491	0.1341560642
492	0.1339868412
493	0.1338154074
494	0.133272272
495	0.1331679756
496	0.1328048987
497	0.1326679714
498	0.1324848201
499	0.1323928318
500	0.1319412708
501	0.1318557413
502	0.1317772572
503	0.1316718613
504	0.1314717824
505	0.1310951483
506	0.1309527378
507	0.1308776691
508	0.1307315259
509	0.1305409926
510	0.1302627186
511	0.1301186669
512	0.1298368853
513	0.1297369823
514	0.1296766541
515	0.1296304601
516	0.1294042961
517	0.1291128093
518	0.1289099025
519	0.1286135702
520	0.1284303443
521	0.1283018491
522	0.1281967681
523	0.1280106096
524	0.1278974385
525	0.1278144984
526	0.1276631876
527	0.127488123
528	0.1273755966
529	0.1272548028
530	0.1271167691
531	0.1269648197
532	0.1266376757
533	0.1264626473
534	0.1262657504
535	0.1259596586
536	0.1258118951
537	0.1256589184
538	0.1253848532
539	0.1249373812
540	0.1248869866
541	0.1246366227
542	0.1245005841
543	0.1243919454
544	0.1240768002
545	0.12369888
546	0.1236124039
547	0.1234902468
548	0.1233619528
549	0.12325127
550	0.1230646718
551	0.1227031764
552	0.1225208041
553	0.1222529921
554	0.122093318
555	0.1220004726
556	0.1219263562
557	0.1216885799
558	0.1215058386
559	0.1212234047
560	0.1211133112
561	0.1210357289
562	0.1209380532
563	0.1205985863
564	0.120504273
565	0.1203418854
566	0.1202264665
567	0.1201073888
568	0.119929175
569	0.1198092785
570	0.1196548102
571	0.1193561461
572	0.1191797918
573	0.1191043871
574	0.1189468678
575	0.1187142645
576	0.1184534178
577	0.1182828783
578	0.1181653747
579	0.1180196872
580	0.1179757904
581	0.117924784
582	0.1177749797
583	0.1176613899
584	0.1172827907
585	0.1171369278
586	0.1168135306
587	0.1165657634
588	0.116240157
589	0.1161418664
590	0.116040005
591	0.1159894377
592	0.1158513572
593	0.1156047241
594	0.1154977124
595	0.1153562392
596	0.1151130641
597	0.1150416903
598	0.1148694183
599	0.1147033226
600	0.114594095
601	0.1144653625
602	0.1143101573
603	0.1141292927
604	0.11377365
605	0.1136857906
606	0.1136541538
607	0.1135502628
608	0.1134036657
609	0.1133096526
610	0.1132706804
611	0.1131560063
612	0.1130430071
613	0.1129658445
614	0.1128950281
615	0.1127744747
616	0.1126062847
617	0.1124529942
618	0.1123709636
619	0.1123356357
620	0.1121663274
621	0.1120349605
622	0.1117284286
623	0.1115736693
624	0.1113650636
625	0.1110602216
626	0.1108909614
627	0.1107897256
628	0.1104422025
629	0.1103812469
630	0.1102116452
631	0.1100913422
632	0.109904377
633	0.1098681804
634	0.1097231149
635	0.1095877712
636	0.1094754602
637	0.1093635343
638	0.109130472
639	0.1089994411
640	0.1089226309
641	0.1088004267
642	0.1087041834
643	0.108629886
644	0.1084522328
645	0.1083533296
646	0.1082314815
647	0.1079500626
648	0.1078902496
649	0.1077114774
650	0.1075108303
651	0.1073791356
652	0.1072239441
653	0.1071602349
654	0.107109862
655	0.1070481555
656	0.1067866212
657	0.1066777728
658	0.1065895608
659	0.1065270875
660	0.1065180765
661	0.1063812345
662	0.1062014487
663	0.1060847852
664	0.1059616385
665	0.1058114352
666	0.1057529809
667	0.1056590341
668	0.1056020982
669	0.1055198736
670	0.1053681493
671	0.1052741043
672	0.105198086
673	0.1050581888
674	0.104952463
675	0.1048656616
676	0.1046762602
677	0.1045896483
678	0.1045548314
679	0.1044403963
680	0.1043320687
681	0.1042080405
682	0.1041161852
683	0.1040408239
684	0.1039524454
685	0.1038984419
686	0.1038059754
687	0.1037578225
688	0.1036720775
689	0.1035458113
690	0.103357714
691	0.1031043016
692	0.1030604178
693	0.1029964435
694	0.1029029429
695	0.1027613057
696	0.1026418873
697	0.1026075339
698	0.1023855157
699	0.1022794478
700	0.1021925049
701	0.1021132923
702	0.1019335907
703	0.1018154581
704	0.1017517437
705	0.1016557915
706	0.1016017604
707	0.1015432004
708	0.1011525623
709	0.1011287733
710	0.1010000768
711	0.1009172598
712	0.1007627337
713	0.1006849495
714	0.1006253891
715	0.1005224813
716	0.1004506545
717	0.1001722331
718	0.1000788138
719	0.09997662464
720	0.09987159386
721	0.09978471888
722	0.09952879695
723	0.0994471152
724	0.09937154335
725	0.0992703296
726	0.09921482054
727	0.09906182721
728	0.09886482814
729	0.09881802423
730	0.09877178479
731	0.09861031178
732	0.09848013327
733	0.09832693049
734	0.09819095138
735	0.09815696793
736	0.09804874037
737	0.0979354014
738	0.09783272092
739	0.09762594996
740	0.09755412775
741	0.0974981153
742	0.09744954735
743	0.09740724901
744	0.09731969985
745	0.09719956167
746	0.09712616519
747	0.0970602429
748	0.09700732955
749	0.09687104737
750	0.09682506634
751	0.09676604276
752	0.09669936773
753	0.09664132845
754	0.09655715574
755	0.09648455162
756	0.09642381598
757	0.09633755296
758	0.09625241212
759	0.09618898144
760	0.09598617813
761	0.09570154378
762	0.09551160863
763	0.09545779465
764	0.09534022648
765	0.09523478246
766	0.09506858141
767	0.09499773481
768	0.09487423366
769	0.09484451633
770	0.09469983926
771	0.09453603474
772	0.09447243959
773	0.09443435354
774	0.09440498554
775	0.09437411286
776	0.09425374954
777	0.09400426678
778	0.09381511752
779	0.09368908444
780	0.09353022933
781	0.09340915504
782	0.09320269819
783	0.09313562729
784	0.09301669595
785	0.09283556886
786	0.09271368434
787	0.09247042697
788	0.09243258685
789	0.09234749334
790	0.09224115519
791	0.09213669066
792	0.09202838424
793	0.09200831191
794	0.09193915348
795	0.09186944416
796	0.09179877638
797	0.09173390891
798	0.09163106411
799	0.0913802958
800	0.09126841535
801	0.09114192544
802	0.09108886662
803	0.09104763341
804	0.09096091245
805	0.09085677672
806	0.09072996764
807	0.09066481099
808	0.0905756975
809	0.09055301402
810	0.09049071636
811	0.09039020083
812	0.09036435909
813	0.09002306031
814	0.08995393007
815	0.08989163432
816	0.0898405064
817	0.08981450307
818	0.08965866297
819	0.08960868384
820	0.0895459336
821	0.08944866506
822	0.08936649825
823	0.08933806475
824	0.08926606013
825	0.08914123519
826	0.08906205239
827	0.08898533391
828	0.08883043606
829	0.088772927
830	0.08867345005
831	0.08857633494
832	0.08850249613
833	0.08843426876
834	0.08833645986
835	0.08832072088
836	0.08827285877
837	0.08818557531
838	0.08810709763
839	0.08806194889
840	0.08799501465
841	0.08795473925
842	0.08779537885
843	0.08755856533
844	0.0874958748
845	0.08744255975
846	0.08733828115
847	0.08719538958
848	0.08715410322
849	0.08712212189
850	0.087057346
851	0.08701434363
852	0.08689332209
853	0.08684500342
854	0.08661336516
855	0.08644117138
856	0.08631765041
857	0.08629145281
858	0.08610371207
859	0.08605118066
860	0.08595409233
861	0.08573751266
862	0.08562716984
863	0.08548865526
864	0.08542303226
865	0.08539221316
866	0.08526351827
867	0.08520477743
868	0.08509859588
869	0.08497867808
870	0.08491311689
871	0.08488277739
872	0.08451834794
873	0.08448842779
874	0.08444134463
875	0.08437639366
876	0.08428989492
877	0.08425279123
878	0.08420293438
879	0.08407921398
880	0.08403799841
881	0.08388560489
882	0.08380615227
883	0.08374197777
884	0.08360075634
885	0.08357788224
886	0.08340755225
887	0.0833543713
888	0.08320995947
889	0.08315625873
890	0.08309597651
891	0.08304171316
892	0.0828371484
893	0.08274322758
894	0.08270557405
895	0.08252034037
896	0.08231967015
897	0.08221254591
898	0.08215067982
899	0.08211147968
900	0.08204751069
901	0.08194056558
902	0.08181855088
903	0.08174837451
904	0.08163819216
905	0.08160105219
906	0.08151016989
907	0.0813706783
908	0.08133191648
909	0.08114185188
910	0.08104732665
911	0.08088454227
912	0.08072538776
913	0.08067445302
914	0.08055669042
915	0.08040705222
916	0.08027346383
917	0.08022901491
918	0.08013437373
919	0.08006122802
920	0.07998029877
921	0.07989573363
922	0.07983928373
923	0.07961399469
924	0.07950288091
925	0.07944167077
926	0.07940024681
927	0.07938422412
928	0.07919449919
929	0.07915196445
930	0.07909792515
931	0.07899572561
932	0.07877186443
933	0.07860451228
934	0.07854811834
935	0.07848889552
936	0.07828320941
937	0.07824597944
938	0.07821098282
939	0.07810778714
940	0.07804154569
941	0.07793697318
942	0.07786257553
943	0.07784566146
944	0.07775609913
945	0.0777137286
946	0.07762064881
947	0.07751490499
948	0.07746457713
949	0.07743132985
950	0.07740112492
951	0.07728421913
952	0.0771377416
953	0.07707145865
954	0.07702115833
955	0.07686755498
956	0.07681771528
957	0.07678304988
958	0.07672134029
959	0.07665599623
960	0.07660193784
961	0.07654621357
962	0.0764675036
963	0.07633581299
964	0.07630301185
965	0.07626892136
966	0.07623124732
967	0.07617622934
968	0.07613481171
969	0.07599988884
970	0.07596161597
971	0.07591898631
972	0.07587799442
973	0.07583033282
974	0.07580519426
975	0.07574632444
976	0.07564175118
977	0.07560448154
978	0.07557197857
979	0.07555525598
980	0.07549030483
981	0.07544078586
982	0.07537845849
983	0.07529962148
984	0.07524338126
985	0.07521216114
986	0.07516983107
987	0.075139628
988	0.07508732936
989	0.07498267418
990	0.07482569436
991	0.07472147037
992	0.07451759368
993	0.07448460977
994	0.07442831969
995	0.07433956778
996	0.07425443003
997	0.0741797886
998	0.07416874115
999	0.07415124998
1000	0.07408809307
1001	0.07401130514
1002	0.07396973115
1003	0.07394188313
1004	0.07390302992
1005	0.07386914208
1006	0.07380495577
1007	0.07377016667
1008	0.07367758494
1009	0.07363032048
1010	0.07356805726
1011	0.07341968016
1012	0.07335242858
1013	0.07330874002
1014	0.07327088393
1015	0.07322262768
1016	0.07318103435
1017	0.07314648623
1018	0.07299267289
1019	0.07295642398
1020	0.07290504902
1021	0.07284842237
1022	0.07278781045
1023	0.07277220766
1024	0.07269241554
1025	0.07262433013
1026	0.07259679029
1027	0.07251177933
1028	0.07243087942
1029	0.07237960382
1030	0.07226998423
1031	0.0722580382
1032	0.07223462185
1033	0.07214918882
1034	0.07208786857
1035	0.07201996325
1036	0.07198511372
1037	0.07194730018
1038	0.0719148613
1039	0.07182828088
1040	0.07173800702
1041	0.07166866537
1042	0.07156255205
1043	0.0714750816
1044	0.07138013476
1045	0.0713362195
1046	0.0713189701
1047	0.07125659137
1048	0.07124866532
1049	0.07120935862
1050	0.07115170162
1051	0.07113287927
1052	0.07105242949
1053	0.07098441945
1054	0.07089954223
1055	0.07082969396
1056	0.07078444767
1057	0.07071738609
1058	0.07065975595
1059	0.0706271664
1060	0.0705258112
1061	0.0704312015
1062	0.07039284744
1063	0.07037158548
1064	0.07031466837
1065	0.07028748568
1066	0.07025733233
1067	0.07020038409
1068	0.07014881532
1069	0.07010402392
1070	0.07002430315
1071	0.06989933083
1072	0.06987715897
1073	0.06981273598
1074	0.06976349914
1075	0.0697284919
1076	0.06963778759
1077	0.06953432299
1078	0.06951690112
1079	0.06948924181
1080	0.06945305462
1081	0.06930434134
1082	0.06926917152
1083	0.0692150559
1084	0.06911085893
1085	0.06905600229
1086	0.06903158984
1087	0.06899384505
1088	0.06894308162
1089	0.06882798662
1090	0.06872066124
1091	0.06868882396
1092	0.0686128914
1093	0.06855630656
1094	0.06849312559
1095	0.06845714749
1096	0.06834400729
1097	0.06829853975
1098	0.0682793354
1099	0.0682464831
1100	0.06818846568
1101	0.06809334804
1102	0.06808104083
1103	0.06802618542
1104	0.06796171433
1105	0.06792019174
1106	0.06788766614
1107	0.06780977691
1108	0.0677965514
1109	0.06774925327
1110	0.06772520112
1111	0.06767987266
1112	0.06764436848
1113	0.06760527563
1114	0.06752297535
1115	0.06750467379
1116	0.06749032409
1117	0.06744984442
1118	0.06739759393
1119	0.06717279696
1120	0.06711699201
1121	0.06710482032
1122	0.06706923146
1123	0.06702118458
1124	0.06689241521
1125	0.06682217361
1126	0.06678651307
1127	0.06671068689
1128	0.06665140735
1129	0.06655598491
1130	0.06646999103
1131	0.06643591009
1132	0.06639896156
1133	0.06628480421
1134	0.06625998414
1135	0.06613761641
1136	0.06608180332
1137	0.06593421287
1138	0.06589810872
1139	0.06588400674
1140	0.06585290193
1141	0.06580233669
1142	0.06577598928
1143	0.06570979599
1144	0.06566742771
1145	0.06561356787
1146	0.06553694374
1147	0.06548564189
1148	0.06542087528
1149	0.06537114463
1150	0.06530442071
1151	0.06527768437
1152	0.06515695633
1153	0.06512537179
1154	0.0650788196
1155	0.06505819173
1156	0.06500576633
1157	0.06497234173
1158	0.06493249089
1159	0.06491471611
1160	0.06488571545
1161	0.06479752926
1162	0.06478365621
1163	0.06476368588
1164	0.06470284769
1165	0.06467756577
1166	0.06460282925
1167	0.0645572701
1168	0.06452687069
1169	0.06449938523
1170	0.06447079617
1171	0.06444234813
1172	0.06442453181
1173	0.06440569797
1174	0.06431411912
1175	0.0642730605
1176	0.0642294766
1177	0.0640771176
1178	0.0640298806
1179	0.0639736215
1180	0.06391862726
1181	0.06382918343
1182	0.06379564373
1183	0.06360529207
1184	0.06354126595
1185	0.06343697373
1186	0.06340121949
1187	0.06332980397
1188	0.0633005269
1189	0.06324515079
1190	0.06321651225
1191	0.06319182429
1192	0.06315742557
1193	0.06314817132
1194	0.06310084981
1195	0.06303179564
1196	0.06299479585
1197	0.06296394764
1198	0.06294721885
1199	0.06293639018
1200	0.06288387477
1201	0.06283907745
1202	0.06278913184
1203	0.06272317477
1204	0.06258622163
1205	0.06249610285
1206	0.0624678069
1207	0.06245836797
1208	0.06243534532
1209	0.06241999717
1210	0.06232879406
1211	0.06224604353
1212	0.06217938407
1213	0.06213928269
1214	0.06210761067
1215	0.06203556681
1216	0.06198217325
1217	0.0619386247
1218	0.06191100979
1219	0.06185841525
1220	0.06181560194
1221	0.06175689712
1222	0.06166712002
1223	0.06164289494
1224	0.06157327594
1225	0.06144300541
1226	0.06139608219
1227	0.0613680135
1228	0.06133757689
1229	0.06130581407
1230	0.06126065715
1231	0.0612222976
1232	0.06116004548
1233	0.06110153662
1234	0.06107485766
1235	0.06103339244
1236	0.06100008492
1237	0.06094868987
1238	0.06077323344
1239	0.06074904896
1240	0.06072509154
1241	0.06069960194
1242	0.06060849871
1243	0.06057665261
1244	0.0605492417
1245	0.060491543
1246	0.06045368804
1247	0.06040605029
1248	0.06037655585
1249	0.06028276285
1250	0.06024595898
1251	0.0601804586
1252	0.06014665896
1253	0.06009899243
1254	0.06007504454
1255	0.06004392874
1256	0.06002471733
1257	0.05988629612
1258	0.05986244269
1259	0.05980838377
1260	0.05978860835
1261	0.05974828972
1262	0.05967015372
1263	0.05958480549
1264	0.05949035523
1265	0.05943805578
1266	0.05941191995
1267	0.05935678022
1268	0.05930374626
1269	0.05924762182
1270	0.05920628547
1271	0.0591910557
1272	0.05917178799
1273	0.05910155583
1274	0.05896739081
1275	0.05895590918
1276	0.05894021125
1277	0.0588504207
1278	0.05878925122
1279	0.05870779998
1280	0.05869789001
1281	0.05867023394
1282	0.05862859368
1283	0.05855999625
1284	0.05854239529
1285	0.05852690728
1286	0.05851736175
1287	0.05849713372
1288	0.05848018719
1289	0.05845194217
1290	0.05843329741
1291	0.05837897013
1292	0.0583492484
1293	0.05832377742
1294	0.05827475816
1295	0.05821697285
1296	0.05818020805
1297	0.05815471973
1298	0.05813124932
1299	0.0580898076
1300	0.05807359858
1301	0.0580608414
1302	0.05799867072
1303	0.05793019519
1304	0.05787783807
1305	0.05786970794
1306	0.05785177403
1307	0.05784309506
1308	0.05781229
1309	0.05774152392
1310	0.05772528931
1311	0.05766751826
1312	0.05760732435
1313	0.05749823536
1314	0.05747450004
1315	0.05744620085
1316	0.05740051104
1317	0.0573390365
1318	0.05728840941
1319	0.05725699843
1320	0.05720801982
1321	0.0571049385
1322	0.05709086845
1323	0.05698925489
1324	0.05696497514
1325	0.05692111095
1326	0.05691386588
1327	0.05688023498
1328	0.05683533838
1329	0.05677042922
1330	0.05670601005
1331	0.05667951389
1332	0.05663564178
1333	0.05658154083
1334	0.05651721962
1335	0.05649567491
1336	0.05648324196
1337	0.05640400115
1338	0.05635115949
1339	0.05630437023
1340	0.05627234164
1341	0.05624846249
1342	0.05618330707
1343	0.05616046719
1344	0.05612659918
1345	0.05606679087
1346	0.05605634335
1347	0.05594549384
1348	0.05590117709
1349	0.05586994845
1350	0.05582383741
1351	0.05578891526
1352	0.05573911753
1353	0.05570348243
1354	0.05568163036
1355	0.05559824275
1356	0.05556460248
1357	0.0555360301
1358	0.05545263297
1359	0.05544389393
1360	0.05538186769
1361	0.05536293936
1362	0.05530117055
1363	0.0552709038
1364	0.05520621795
1365	0.05517662708
1366	0.05515189178
1367	0.05513573364
1368	0.05511487499
1369	0.05502021048
1370	0.05499550725
1371	0.05496673199
1372	0.05492343082
1373	0.05489540345
1374	0.05486963395
1375	0.05482636761
1376	0.05476817494
1377	0.05475379938
1378	0.05472029034
1379	0.05469949579
1380	0.05467478199
1381	0.05465181014
1382	0.05451656779
1383	0.05450915044
1384	0.05448114145
1385	0.05447285483
1386	0.05441764251
1387	0.05438349137
1388	0.05437603821
1389	0.05432290593
1390	0.0543082724
1391	0.05425218538
1392	0.05419882543
1393	0.05417572163
1394	0.05416080458
1395	0.05414495924
1396	0.05410566454
1397	0.05408815893
1398	0.05403849486
1399	0.05401221023
1400	0.05393851353
1401	0.05392061376
1402	0.05386509068
1403	0.05379462748
1404	0.05374773339
1405	0.05367729104
1406	0.05364404797
1407	0.05354421089
1408	0.05349047173
1409	0.05346736544
1410	0.05344510207
1411	0.05342563773
1412	0.05335594028
1413	0.05332627553
1414	0.05329606418
1415	0.05326870215
1416	0.05324878862
1417	0.05318514282
1418	0.05312277226
1419	0.05309287624
1420	0.05304269099
1421	0.05300570731
1422	0.0529685466
1423	0.05293528841
1424	0.05291812308
1425	0.05287386
1426	0.05285989018
1427	0.05279119467
1428	0.05269713214
1429	0.05266321915
1430	0.05264228699
1431	0.0526104908
1432	0.05256431757
1433	0.05252670233
1434	0.05249452015
1435	0.05243044345
1436	0.05241130374
1437	0.05236982737
1438	0.05233828632
1439	0.05230883818
1440	0.05228778539
1441	0.05224867573
1442	0.05216962395
1443	0.05211552318
1444	0.05206015573
1445	0.05204011693
1446	0.05202299673
1447	0.05199477253
1448	0.05192270298
1449	0.05191196738
1450	0.05186238446
1451	0.05185059325
1452	0.05174180021
1453	0.05173203455
1454	0.05170577187
1455	0.05169435561
1456	0.05161049058
1457	0.05147709276
1458	0.05144180557
1459	0.05142679589
1460	0.05140630798
1461	0.05138335135
1462	0.05135477983
1463	0.05131615563
1464	0.05129661788
1465	0.05127091236
1466	0.05126503327
1467	0.05115830376
1468	0.0511499173
1469	0.05113568125
1470	0.05108584111
1471	0.05107254805
1472	0.05104202779
1473	0.05099585189
1474	0.05097080067
1475	0.05096152009
1476	0.05094092501
1477	0.05092221185
1478	0.05088680212
1479	0.05081514388
1480	0.05079316967
1481	0.05077380976
1482	0.05075974594
1483	0.05067496244
1484	0.0506518956
1485	0.05058211419
1486	0.05054220992
1487	0.05046017673
1488	0.0504189422
1489	0.05036767443
1490	0.05035810709
1491	0.05032960304
1492	0.05031512593
1493	0.05027967255
1494	0.05024968139
1495	0.05020604183
1496	0.05018062118
1497	0.0501304024
1498	0.05009533402
1499	0.05006226092
